timestamp,transfer,transfer_speed,bitrate,jitter,lost_total_datagrams,datagram_loss_percent
2024-04-10 16:32:42,1.17,GBytes,250,0.000,0/895702,0
2024-04-10 16:37:42,1.17,GBytes,250,0.000,0/895679,0
2024-04-10 16:42:42,1.17,GBytes,250,0.000,0/895590,0
2024-04-10 16:47:42,1.17,GBytes,250,0.000,0/895564,0
2024-04-10 16:52:42,1.17,GBytes,250,0.000,0/895431,0
2024-04-10 16:57:43,1.17,GBytes,250,0.000,0/895678,0
2024-04-10 17:02:42,1.17,GBytes,250,0.000,0/895521,0
2024-04-10 17:07:42,1.18,GBytes,250,0.000,0/903957,0
2024-04-10 17:12:42,1.17,GBytes,250,0.000,0/895743,0
2024-04-10 17:17:42,1.17,GBytes,250,0.000,0/895743,0
2024-04-10 17:22:42,1.17,GBytes,250,0.000,0/895903,0
2024-04-10 17:27:43,1.17,GBytes,250,0.000,0/895520,0
2024-04-10 17:32:42,1.17,GBytes,250,0.000,0/895925,0
2024-04-10 17:37:42,1.17,GBytes,250,0.000,0/895458,0
2024-04-10 17:42:42,1.17,GBytes,250,0.000,0/895587,0
2024-04-10 17:47:42,1.17,GBytes,250,0.000,0/895587,0
2024-04-10 17:52:42,1.17,GBytes,250,0.000,0/895703,0
2024-04-10 17:57:42,1.17,GBytes,250,0.000,0/896435,0
2024-04-10 18:02:42,1.17,GBytes,250,0.000,0/897041,0
2024-04-10 18:07:42,1.17,GBytes,250,0.000,0/895345,0
2024-04-10 18:12:42,1.17,GBytes,250,0.000,0/895666,0
2024-04-10 18:17:42,1.17,GBytes,250,0.000,0/895691,0
2024-04-10 18:22:43,1.17,GBytes,250,0.000,0/895489,0
2024-04-10 18:27:42,1.17,GBytes,250,0.000,0/895329,0
2024-04-10 18:32:42,1.17,GBytes,250,0.000,0/896037,0
2024-04-10 18:37:42,1.17,GBytes,250,0.000,0/895880,0
2024-04-10 18:42:42,1.17,GBytes,250,0.000,0/895757,0
2024-04-10 18:47:42,1.17,GBytes,250,0.000,0/895820,0
2024-04-10 18:52:42,1.17,GBytes,250,0.000,0/895832,0
2024-04-10 18:57:42,1.17,GBytes,250,0.000,0/895555,0
2024-04-10 19:02:42,1.17,GBytes,250,0.000,0/896215,0
2024-04-10 19:07:42,1.17,GBytes,250,0.000,0/895658,0
2024-04-10 19:12:42,1.17,GBytes,250,0.000,0/895597,0
2024-04-10 19:17:41,1.17,GBytes,250,0.000,0/895701,0
2024-04-10 19:22:42,1.17,GBytes,250,0.000,0/895756,0
2024-04-10 19:27:42,1.17,GBytes,250,0.000,0/895613,0
2024-04-10 19:32:42,1.17,GBytes,250,0.000,0/896773,0
2024-04-10 19:37:42,1.17,GBytes,250,0.000,0/895321,0
2024-04-10 19:42:42,1.17,GBytes,250,0.000,0/896545,0
2024-04-10 19:47:42,1.17,GBytes,250,0.000,0/895522,0
2024-04-10 19:52:42,1.17,GBytes,250,0.000,0/895652,0
2024-04-10 19:57:42,1.17,GBytes,250,0.000,0/896253,0
2024-04-10 20:02:42,1.17,GBytes,250,0.000,0/895390,0
2024-04-10 20:07:42,1.17,GBytes,250,0.000,0/895881,0
2024-04-10 20:12:42,1.17,GBytes,250,0.000,0/895590,0
2024-04-10 20:17:42,1.17,GBytes,250,0.000,0/895435,0
2024-04-10 20:22:42,1.17,GBytes,250,0.000,0/895511,0
2024-04-10 20:27:41,1.17,GBytes,250,0.000,0/895761,0
2024-04-10 20:32:42,1.17,GBytes,250,0.000,0/895553,0
2024-04-10 20:37:42,1.17,GBytes,250,0.000,0/896301,0
2024-04-10 20:42:42,1.17,GBytes,250,0.000,0/895545,0
2024-04-10 20:47:42,1.17,GBytes,250,0.000,0/895724,0
2024-04-10 20:52:43,1.17,GBytes,250,0.000,0/895635,0
2024-04-10 20:57:42,1.17,GBytes,250,0.000,0/895925,0
2024-04-10 21:02:42,1.17,GBytes,250,0.000,0/895479,0
2024-04-10 21:07:42,1.17,GBytes,250,0.000,0/895144,0
