timestamp,transfer,transfer_speed,bitrate,jitter,lost_total_datagrams,datagram_loss_percent
2024-04-10 15:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 15:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 15:39:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 15:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 15:49:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 15:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 15:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 16:03:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 16:09:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 16:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 16:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 16:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 16:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 16:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 17:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 17:09:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 17:13:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 17:19:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 17:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 17:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 17:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 17:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 18:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 18:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 18:19:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 18:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 18:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 18:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 18:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 19:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 19:13:41,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 19:19:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 19:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 19:29:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 19:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 19:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 19:53:41,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 20:03:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 20:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 20:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 20:29:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 20:33:42,119,MBytes,25.0,0.000,0/89285,0
